"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
810,"NCT05491317","A Safety and Antitumor Activity Trial of Immunoradiotherapy Combinations as a Treatment Option for Subjects With Metastatic Solid Tumors",,"Not yet recruiting","No Results Available","Non-CNS Tumor","Biological: GEN1042|Drug: Pembrolizumab|Radiation: Radiotherapy","Part 1: Dose limiting toxicities (DLTs)|Part 2: Number of participants with abscopal response in non-irradiated target lesions|Objective response rate (ORR)|Duration of response (DOR)|Disease control rate (DCR)|Progression-free survival (PFS)|Overall survival (OS)|Part 1: Number of participants with abscopal response in non-irradiated target lesions|Incidence and severity of adverse events (AEs)|Number of participants with clinically significant shifts from baseline in safety laboratory parameters|Area under the concentration-time curve (AUC) of GEN1042|Maximum (peak) concentration (Cmax) of GEN1042 after dosing|Elimination half-life (T1/2) of GEN1042|Number of participants with incidence of anti-drug antibodies (ADAs)","Genmab|BioNTech SE","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","75","Industry","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GCT1042-02|2022-000509-29","October 24, 2022","December 2025","February 2026","August 8, 2022",,"August 8, 2022",,,"https://ClinicalTrials.gov/show/NCT05491317"
811,"NCT05491304","Cytokine Guided Risk Stratification and Treatment in Pediatric Hemophagocytic Lymphohistiocytosis",,"Not yet recruiting","No Results Available","Hemophagocytic Lymphohistiocytoses|Cytokine Storm","Drug: Dexamethasone|Drug: Etoposide|Drug: Ruxolitinib","Complete remission (CR)|Overall survival (OS)|overall response rate (ORR)|Mortality|Reactivation rate|Partial remission (PR)|Rate of Early Death","The Children's Hospital of Zhejiang University School of Medicine|The Second Hospital of Anhui Medical University|Union hospital of Fujian Medical University|Children's Hospital of Fudan University|Zunyi Medical College|Hunan Provincial People's Hospital|Tongji Hospital|Children's Hospital of Nanjing Medical University|The Affiliated Hospital of Qingdao University|Qilu Hospital of Shandong University|Shanghai Children's Medical Center|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|Shanghai Children's Hospital|Shenzhen Children's Hospital|West China Second University Hospital|Children's Hospital Of Soochow University|Second Affiliated Hospital of Wenzhou Medical University|Wuhan Children's Hospital|Institute of Hematology & Blood Diseases Hospital|The Third Xiangya Hospital of Central South University|First Affiliated Hospital, Sun Yat-Sen University","All","1 Day to 18 Years   (Child, Adult)","Phase 4","400","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2022-IRB-057","September 1, 2022","December 31, 2024","December 31, 2025","August 8, 2022",,"August 8, 2022","The Children's Hospital of Zhejiang University School of Medicine, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT05491304"
812,"NCT05491291","Chronic Wound Care of Lower Limb in M@diCICAT Center at CHU de Martinique","VALRESCIC","Not yet recruiting","No Results Available","Chronic Wounds","Other: Patients with chronic wound of the lower limbs","Cultural adaptation of the RESVECH 2.0 scale.|Psychometric validation of the RESVECH 2.0 scale.","University Hospital Center of Martinique","All","18 Years and older   (Adult, Older Adult)","Not Applicable","120","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","20_RIPH23-27","November 2022","May 2024","August 2024","August 8, 2022",,"August 8, 2022","CHU de Martinique, Fort-de-France, Martinique",,"https://ClinicalTrials.gov/show/NCT05491291"
813,"NCT05491278","Efficacy and Safety of Fospropofol Disodium Versus Propofol for Sedation in Mechanically Ventilated ICU Patients",,"Not yet recruiting","No Results Available","Critical Illness","Drug: Fospropofol disodium for injection|Drug: Propofol","Percentage of time spent reaching sedation goals|Invasive ventilator free time within 7 days|Rate of successful extubation within 7 days|Incidence of unexpected extubation|Proportion of delirium in the ICU|Non-ICU survival time within 28 days|Case fatality rate within 28 days|Percentage of time spent that trial drug was discontinued due to adverse events","Wuhan Union Hospital, China","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","WUHICU202206","August 3, 2022","August 3, 2023","August 3, 2023","August 8, 2022",,"August 8, 2022",,,"https://ClinicalTrials.gov/show/NCT05491278"
814,"NCT05491265","Impact of Intermittent Kangaroo Mother Care Versus Conventional Care Method on Vital Sign and Arterial Oxygen Saturation in Preterm Hospitalized in Neonatal Intensive Care Unit",,"Recruiting","No Results Available","Kangaroo Mother Care Method","Behavioral: Intermittent Kangaroo mother care","Temperature|Heart rate|Oxygen Saturation","Shaheed Zulfiqar Ali Bhutto Medical University|UNICEF","All","28 Weeks to 37 Weeks   (Child)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","F.1-1/2015/ERB/SZABMU/955","April 4, 2022","December 3, 2022","December 3, 2022","August 8, 2022",,"August 8, 2022","Pakistan institute of medical sciences, Islamabad, Pakistan",,"https://ClinicalTrials.gov/show/NCT05491265"
815,"NCT05491252","A Randomized Controlled Trial of Patient-Centered Self-Management Intervention in Adults With Type 2 Diabetes Mellitus",,"Active, not recruiting","No Results Available","Type 2 Diabetes","Behavioral: PAtient CEntered Self-Management Intervention (PACE-SMI)","Change in Glycemic Control (HbA1c)|Self Efficacy|Self Care Behaviors","Shifa Tameer-e-Millat University","All","18 Years and older   (Adult, Older Adult)","Not Applicable","612","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","335-21","April 21, 2022","December 2022","December 2022","August 8, 2022",,"August 8, 2022","District Head Quarter (DHQ) Hospital, Faisalabad, Punjab, Pakistan|Allied Hospital, Faisalābad, Punjab, Pakistan|Government General Hospital, Faisalābad, Punjab, Pakistan|Punjab Social Security Hospital, Faisalābad, Punjab, Pakistan",,"https://ClinicalTrials.gov/show/NCT05491252"
816,"NCT05491239","Optimal Postoperative Pain Management After Lung Surgery (OPtriAL)",,"Recruiting","No Results Available","Lung Cancer|Pain, Postoperative|VATS|Locoregional Anaesthesia|Thoracic Epidural","Procedure: Thoracic epidural analgesia|Procedure: Continuous regional paravertebral block|Procedure: Single shot intercostal nerve block","Pain scores|Quality of Recovery (QoR)|cumulative use of opioids and analgesics|postoperative complications|hospitalisation|patient satisfaction|degree of mobility","Maxima Medical Center|ZonMw: The Netherlands Organisation for Health Research and Development|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Radboud UMC","All","18 Years and older   (Adult, Older Adult)","Not Applicable","450","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NL75375.041.20","March 1, 2021","August 1, 2023","November 1, 2023","August 8, 2022",,"August 8, 2022","Maxima MC, Veldhoven, Netherlands",,"https://ClinicalTrials.gov/show/NCT05491239"
817,"NCT05491226","Reinvigorating TNBC Response to Immunotherapy With Combination Myeloid Inhibition and Radiation",,"Not yet recruiting","No Results Available","TNBC - Triple-Negative Breast Cancer|Breast Cancer","Drug: Pembrolizumab|Radiation: Radiation Therapy|Drug: Axatilimab","Pathological complete response (pCR) rate.|Change in tumor-infiltrating lymphocytes (TILs) from biopsies.|Number of adverse events related to study treatment (pembrolizumab with radiation and axatilimab).|Progression-free survival (PFS).|Event-free survival (EFS).|Overall Survival (OS).|Node clearance.","Stephen Shiao|Merck Sharp & Dohme LLC|Incyte Corporation|Cedars-Sinai Medical Center","Female","18 Years and older   (Adult, Older Adult)","Phase 2","35","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IIT2021-01-Shiao-CSF1Ri","October 1, 2022","October 1, 2024","October 1, 2024","August 8, 2022",,"August 8, 2022",,,"https://ClinicalTrials.gov/show/NCT05491226"
818,"NCT05491213","TELESCOPE- TELEhealth Shared Decision-making COaching",,"Not yet recruiting","No Results Available","Lung Neoplasms","Behavioral: TELESCOPE, Remote Decision Coaching with Navigation Intervention","To assess hared decision making|Tobacco treatment referral","Rutgers, The State University of New Jersey|National Institutes of Health (NIH)","All","18 Years and older   (Adult, Older Adult)","Not Applicable","420","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening","CINJ132207|Pro2022000340","September 30, 2022","June 10, 2027","October 10, 2027","August 8, 2022",,"August 8, 2022","Rutgers, Cancer Institute of New Jersey, New Brunswick, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT05491213"
819,"NCT05491200","Comparison Of Reduced DAPT Followed by P2Y12 Inhibitor Monotherapy With Prasugrel vs stAndard Regimen in STEMI Patients",,"Recruiting","No Results Available","ST Elevated Myocardial Infarction|Dual Antiplatelet Therapy","Drug: Prasugrel based short DAPT|Drug: Prasugrel based standard DAPT|Device: OCT guided revascularization|Device: Angio guided revascularization","non inferiority of a Prasugrel-based short DAPT (30-45 days) followed by Prasugrel 11 month monotherapy versus standard 12 month DAPT regimen|superiority of an Optical Coherence Tomography (OCT)-guided revascularization completion as compared to a standard angiography-guided revascularization completion.|Composite of MACCE|BARC type 3 or 5 events","Research Maatschap Cardiologen Rotterdam Zuid|Abbott Medical Devices","All","Child, Adult, Older Adult","Phase 4","1608","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","RM21","July 22, 2022","August 1, 2026","August 1, 2028","August 8, 2022",,"August 8, 2022","Albert Schweitzer ziekenhuis, Dordrecht, Netherlands|Erasmus Medical Center, Rotterdam, Netherlands|Maasstadziekenhuis, Rotterdam, Netherlands",,"https://ClinicalTrials.gov/show/NCT05491200"
820,"NCT05491187","Comparison Between Bupivacaine With and Without Fentanyl in Reducing Pain During Cesarean Delivery Under Spinal Anaesthesia",,"Not yet recruiting","No Results Available","Visceral Pain","Drug: 0.5% bupivacaine heavy|Drug: 0.5% bupivacaine heavy with fentanyl","To compare the incidence of intraoperative visceral pain between two groups|To compare the intraoperative systolic blood pressure, diastolic blood pressure, mean arterial pressure in millimeter of mercury between two groups.|To compare intraoperative heart rate in beats per minute between 2 groups|To compare intraoperative oxygen saturation (SpO2) between 2 groups|To compare the incidence of side effects like nausea, vomiting, respiratory depression, level of sedation, pruritus between two groups|To assess the APGAR score of baby","Tribhuvan University Teaching Hospital, Institute Of Medicine.","Female","18 Years and older   (Adult, Older Adult)","Phase 3","72","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","Ra$@","September 2022","January 2023","January 2023","August 8, 2022",,"August 8, 2022",,,"https://ClinicalTrials.gov/show/NCT05491187"
821,"NCT05491174","Mental Health Intervention for Transdiagnostic Groups in the Community",,"Recruiting","No Results Available","Severe Mental Illness","Behavioral: DBT-Informed skills group","Feasibility - Recruitment to the target sample of 30 participants|Feasibility - Retention rates|Feasibility - Outcome measure completion rates|Feasibility - Adherence to group intervention.|Feasibility - Satisfaction Questionnaire|Feasibility - Recruitment to the target sample of between 5 and 10 P-BIFS|Feasibility - P-BIF adherence to intervention protocol|Change in scores on the Clinical Outcomes of Routine Evaluation -10|Change in ratings on DIALOG Scale|Change in scores on Difficulties with Emotional Regulation Scale- 16|Change in scores on DBT- Ways of Coping Checklist - DBT Skills Subscale|Change in score on Distress Tolerance Scale","King's College London|South London and Maudsley NHS Foundation Trust","All","18 Years and older   (Adult, Older Adult)","Not Applicable","35","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","R&D2022/045","August 2022","March 2023","March 2023","August 8, 2022",,"August 8, 2022","South London and Maudsley NHS Foundation Trust, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT05491174"
